geneName	family
ONI26052	1
ONI26284	1
ONI26704	1
ONI26865	1
ONI27137	1
ONI27715	1
ONI29058	1
ONI29838	1
ONI29870	1
ONI30726	1
ONI30925	1
ONI30926	1
ONI32305	1
ONI32985	1
ONI33045	1
ONI33936	1
ONI34983	1
ONI35496	1
ONI35714	1
ONI35771	1
ONI20524	1
ONI20969	1
ONI21063	1
ONI22031	1
ONI22333	1
ONI22888	1
ONI23179	1
ONI23381	1
ONI24232	1
ONI24744	1
ONI25428	1
ONI25472	1
ONI16070	1
ONI16883	1
ONI17055	1
ONI17179	1
ONI17874	1
ONI18127	1
ONI18543	1
ONI18700	1
ONI18885	1
ONI19087	1
ONI19129	1
ONI19226	1
ONI19233	1
ONI19701	1
ONI20050	1
ONI20060	1
ONI09643	1
ONI09895	1
ONI10516	1
ONI10744	1
ONI10925	1
ONI11044	1
ONI11309	1
ONI11923	1
ONI11936	1
ONI12073	1
ONI14197	1
ONI08253	1
ONI08378	1
ONI08659	1
ONI08665	1
ONI08999	1
ONI09497	1
ONI09527	1
ONH99244	1
ONI00156	1
ONI00160	1
ONI01193	1
ONI01448	1
ONI02010	1
ONI02240	1
ONI02303	1
ONI02697	1
ONI03115	1
ONI04225	1
ONI04516	1
ONI04921	1
ONI05188	1
ONI05194	1
ONH94181	1
ONH94185	1
ONH94307	1
ONH95022	1
ONH95363	1
ONH95429	1
ONH96035	1
ONH96168	1
ONH96390	1
ONH96536	1
ONH96625	1
ONH96897	1
ONH97837	1
ONH97838	1
ONH98211	1
ONH98763	1
ONH89632	1
ONH89643	1
ONH89725	1
ONH89832	1
ONH91625	1
ONH92343	1
ONH92510	1
ONH92574	1
ONH93475	1
ONI26822	1
ONI28332	1
ONI29728	1
ONI34876	1
ONI17510	1
ONI09767	1
ONI07181	1
ONI04721	1
ONH96339	1
ONH96891	1
ONI03285	1
ONH89667	1
ONI30433	1
ONI25090	1
ONH96513	1
ONI06014	1
ONI26298	2
ONI26339	2
ONI27311	2
ONI27803	2
ONI28590	2
ONI29539	2
ONI30661	2
ONI30780	2
ONI31732	2
ONI33937	2
ONI34149	2
ONI34379	2
ONI34537	2
ONI21894	2
ONI25199	2
ONI25205	2
ONI14841	2
ONI15548	2
ONI16160	2
ONI16293	2
ONI18178	2
